record_id,column,action,before,after,source_csv,reason
openai-agents-sdk-memory--openai-github-io,orchestration,apply-value,"{""value"": ""both"", ""status"": ""real-data"", ""citation"": ""https://openai.github.io/openai-agents-python/ref/memory/""}",both (single Agent + handoffs/multi-agent runs; session-scoped memory),shallow-prose,
pydantic-ai-hindsight--hindsight-vectorize-io,orchestration,skip-no-change,"{""value"": ""single-agent"", ""status"": ""real-data"", ""citation"": ""https://hindsight.vectorize.io/blog/2026/03/09/pydantic-ai-persistent-memory""}",,shallow-prose,terminal-as-is: existing cell confirmed terminal
pydantic-ai-memorytool--pydantic-dev,import-export,skip-no-change,"{""value"": ""JSON"", ""status"": ""real-data"", ""citation"": ""https://ai.pydantic.dev/""}",,shallow-prose,terminal-as-is: existing cell confirmed terminal
pydantic-ai-memorytool--pydantic-dev,orchestration,skip-no-change,"{""value"": ""single-agent"", ""status"": ""real-data"", ""citation"": ""https://pydantic.dev/docs/ai/tools-toolsets/builtin-tools/""}",,shallow-prose,terminal-as-is: existing cell confirmed terminal
relevance-ai-memory--relevanceai-com,import-export,apply-value,"{""value"": ""JSON via REST"", ""status"": ""real-data"", ""citation"": ""https://relevanceai.com/docs/""}",JSON via REST; CSV/JSONL dataset import,shallow-prose,
retell-ai--retellai-com,import-export,apply-value,"{""value"": ""JSON via REST"", ""status"": ""real-data"", ""citation"": ""https://docs.retellai.com/""}","JSON via REST (call transcripts, recordings as MP3/WAV URLs)",shallow-prose,
rivet-memory-node-ironclad--rivet-ironcladapp-com,orchestration,apply-value,"{""value"": ""single-agent"", ""status"": ""real-data"", ""citation"": ""https://rivet.ironcladapp.com/docs""}",single-agent (per-graph; multi-agent via subgraph nodes),shallow-prose,
rivet-memory-node-ironclad--rivet-ironcladapp-com,pricing-specifics,apply-value,"{""value"": ""OSS (MIT) free"", ""status"": ""real-data"", ""citation"": ""https://github.com/Ironclad/rivet""}",OSS (MIT) free; Ironclad commercial product paid separately,shallow-prose,
semantic-kernel-memory--learn-microsoft-com,orchestration,apply-value,"{""value"": ""single-agent"", ""status"": ""real-data"", ""citation"": ""https://learn.microsoft.com/en-us/semantic-kernel/overview/""}",single-agent (per Kernel; multi-agent via Agent Framework),shallow-prose,
semantic-kernel-memory--learn-microsoft-com,session-handling,apply-value,"{""value"": ""sticky session"", ""status"": ""real-data"", ""citation"": ""https://learn.microsoft.com/en-us/semantic-kernel/frameworks/agent/agent-memory""}",sticky session (ChatHistory per Kernel; ChatHistoryReducer for truncation),shallow-prose,
smolagents-memory--huggingface-co,api-surface,apply-value,"{""value"": ""SDK: Python"", ""status"": ""real-data"", ""citation"": ""https://huggingface.co/docs/smolagents/""}",SDK: Python (agent.memory.steps; CodeAgent/ToolCallingAgent),shallow-prose,
smolagents-memory--huggingface-co,orchestration,apply-value,"{""value"": ""single-agent"", ""status"": ""real-data"", ""citation"": ""https://huggingface.co/docs/smolagents/tutorials/memory""}",single-agent (multi-agent via managed_agents parameter),shallow-prose,
spring-ai-chatmemory--docs-spring-io,orchestration,apply-value,"{""value"": ""single-agent"", ""status"": ""real-data"", ""citation"": ""https://docs.spring.io/spring-ai/reference/api/chat-memory.html""}",single-agent (per ChatClient conversation_id),shallow-prose,
stack-ai--stackai-com,import-export,apply-value,"{""value"": ""JSON via REST"", ""status"": ""real-data"", ""citation"": ""https://docs.stack-ai.com/""}",JSON via REST; CSV/Sheets/Notion/Drive/S3 connectors,shallow-prose,
stack-ai--stackai-com,orchestration,apply-value,"{""value"": ""single-agent"", ""status"": ""real-data"", ""citation"": ""https://docs.stack-ai.com/""}",single-agent (per-project flow; multi-agent via sub-flows),shallow-prose,
strands-agents-memory-aws--docs-aws-amazon-com,api-surface,apply-value,"{""value"": ""SDK: Python"", ""status"": ""real-data"", ""citation"": ""https://strandsagents.com/""}",SDK: Python (Agent + ConversationManager; Bedrock AgentCore Memory),shallow-prose,
strands-agents-memory-aws--docs-aws-amazon-com,orchestration,apply-value,"{""value"": ""both"", ""status"": ""real-data"", ""citation"": ""https://strandsagents.com/""}",both (single Agent + Agent-as-tools for multi-agent),shallow-prose,
vapi-voice-agents--vapi-ai,import-export,apply-value,"{""value"": ""JSON via REST"", ""status"": ""real-data"", ""citation"": ""https://docs.vapi.ai/""}",JSON via REST; webhook events; call recordings export,shallow-prose,
voiceflow-memory--docs-voiceflow-com,orchestration,apply-value,"{""value"": ""single-agent"", ""status"": ""real-data"", ""citation"": ""https://docs.voiceflow.com/docs/memory""}",single-agent (per-Assistant; variables + KB),shallow-prose,
apache-age--age-apache-org,claims,apply-value,"{""value"": ""Apache 2.0."", ""status"": ""real-data"", ""citation"": ""https://age.apache.org/""}",Apache 2.0 licensed; openCypher on PostgreSQL; Apache top-level project 2023,shallow-prose,
diffbot--diffbot-com,api-surface,apply-value,"{""value"": ""REST, GraphQL"", ""status"": ""real-data"", ""citation"": ""https://docs.diffbot.com/reference/dql-api""}","REST + GraphQL (DQL Knowledge Graph; Enhance, Extract APIs)",shallow-prose,
ontotext-graphdb-graphwise--graphwise-ai,api-surface,apply-value,"{""value"": ""REST, SPARQL"", ""status"": ""real-data"", ""citation"": ""https://graphdb.ontotext.com/documentation/10.7/rest-api.html""}",REST + SPARQL 1.1 endpoint + RDF4J Workbench,shallow-prose,
poolparty-now-graphwise--poolparty-biz,api-surface,apply-value,"{""value"": ""REST, SPARQL"", ""status"": ""real-data"", ""citation"": ""https://help.poolparty.biz/doc/developer-guide-api""}",REST + SPARQL 1.1 endpoint; SKOS thesaurus APIs,shallow-prose,
topquadrant-topbraid-edg--topquadrant-com,api-surface,apply-value,"{""value"": ""REST, SPARQL"", ""status"": ""real-data"", ""citation"": ""https://www.topquadrant.com/edg-documentation/""}",REST + SPARQL 1.1 endpoint; GraphQL schema generation,shallow-prose,
personal-ai--personal-ai,api-surface,apply-value,"{""value"": ""REST"", ""status"": ""real-data"", ""citation"": ""https://www.personal.ai/""}","REST (Personal AI API; message, memory ingest, conversation endpoints)",shallow-prose,
remnote-ai--remnote-com,api-surface,apply-value,"{""value"": ""REST"", ""status"": ""real-data"", ""citation"": ""https://www.remnote.com/""}",REST (RemNote API for documents/cards) — beta,shallow-prose,
mistral-agents-api--docs-mistral-ai,import-export,apply-value,"{""value"": ""JSON via REST"", ""status"": ""real-data"", ""citation"": ""https://docs.mistral.ai/""}",JSON via REST (Mistral Agents API; conversations / messages / handoffs),shallow-prose,
a-mem--gh-wujiangxu-a-mem,validated-verticals,skip-no-change,"{""value"": ""research only"", ""status"": ""real-data"", ""citation"": ""https://github.com/WujiangXu/A-mem""}",,shallow-prose,terminal-as-is: existing cell confirmed terminal
bai-lab-memoryos--gh-bai-lab-memoryos,perf,apply-value,"{""value"": ""+48.36% LoCoMo"", ""status"": ""real-data"", ""citation"": ""https://aclanthology.org/2025.emnlp-main.0/""}",+48.36% F1 vs baselines on LoCoMo (EMNLP 2025 paper),shallow-prose,
bai-lab-memoryos--gh-bai-lab-memoryos,validated-verticals,skip-no-change,"{""value"": ""research only"", ""status"": ""real-data"", ""citation"": ""https://github.com/BAI-LAB/MemoryOS""}",,shallow-prose,terminal-as-is: existing cell confirmed terminal
evermemos--arxiv-2601-02163,perf,apply-value,"{""value"": ""83.0% LMES"", ""status"": ""real-data"", ""citation"": ""https://arxiv.org/abs/2601.02163""}",83.0% LMES (arXiv 2601.02163),shallow-prose,
evermemos--arxiv-2601-02163,validated-verticals,skip-no-change,"{""value"": ""research only"", ""status"": ""real-data"", ""citation"": ""https://arxiv.org/abs/2601.02163""}",,shallow-prose,terminal-as-is: existing cell confirmed terminal
evolve-mem--openreview-net,perf,apply-value,"{""value"": ""58.3% LoCoMo"", ""status"": ""real-data"", ""citation"": ""https://openreview.net/forum?id=dfPQrg1WA5""}",58.3% LoCoMo (OpenReview paper),shallow-prose,
evolve-mem--openreview-net,validated-verticals,skip-no-change,"{""value"": ""research only"", ""status"": ""real-data"", ""citation"": ""https://openreview.net/forum?id=dfPQrg1WA5""}",,shallow-prose,terminal-as-is: existing cell confirmed terminal
licomemory--arxiv-2511-01448,validated-verticals,skip-no-change,"{""value"": ""research only"", ""status"": ""real-data"", ""citation"": ""https://arxiv.org/abs/2511.01448""}",,shallow-prose,terminal-as-is: existing cell confirmed terminal
memorag--gh-qhjqhj00-memorag,validated-verticals,skip-no-change,"{""value"": ""research only"", ""status"": ""real-data"", ""citation"": ""https://github.com/qhjqhj00/MemoRAG""}",,shallow-prose,terminal-as-is: existing cell confirmed terminal
memos-memtensor--gh-memtensor-memos,validated-verticals,skip-no-change,"{""value"": ""research only"", ""status"": ""real-data"", ""citation"": ""https://github.com/MemTensor/MemOS""}",,shallow-prose,terminal-as-is: existing cell confirmed terminal
mempalace--mempalace-net,perf,apply-value,"{""value"": ""96.6% LMES ⚠"", ""status"": ""real-data"", ""citation"": ""https://www.mempalace.net/""}",96.6% LMES (vendor-self-reported; flagged for verification),shallow-prose,
mempalace--mempalace-net,validated-verticals,skip-no-change,"{""value"": ""research only"", ""status"": ""real-data"", ""citation"": ""https://www.mempalace.net/""}",,shallow-prose,terminal-as-is: existing cell confirmed terminal
timem--arxiv-2601-02845,validated-verticals,skip-no-change,"{""value"": ""research only"", ""status"": ""real-data"", ""citation"": ""https://arxiv.org/abs/2601.02845""}",,shallow-prose,terminal-as-is: existing cell confirmed terminal
titans-google--research-google,validated-verticals,skip-no-change,"{""value"": ""research only"", ""status"": ""real-data"", ""citation"": ""https://research.google/blog/titans-miras-helping-ai-have-long-term-memory/""}",,shallow-prose,terminal-as-is: existing cell confirmed terminal
tc-rag--arxiv-2408-09199,claims,apply-value,"{""value"": ""ACL 2025 Oral."", ""status"": ""real-data"", ""citation"": ""https://arxiv.org/abs/2408.09199""}",ACL 2025 Oral; turning-point clinical RAG benchmark,shallow-prose,
marqo--marqo-ai,import-export,apply-value,"{""value"": ""JSON via REST"", ""status"": ""real-data"", ""citation"": ""https://docs.marqo.ai/2.0/API-Reference/Documents/get_documents/""}",JSON via REST; batched document add/get/delete,shallow-prose,
snowflake-cortex-search--docs-snowflake-com,api-surface,apply-value,"{""value"": ""REST, SQL"", ""status"": ""real-data"", ""citation"": ""https://docs.snowflake.com/en/sql-reference/functions/search_preview-snowflake-cortex""}",REST + SQL (SEARCH_PREVIEW table function; CORTEX SEARCH service),shallow-prose,
turbopuffer--turbopuffer-com,import-export,apply-value,"{""value"": ""JSON via REST"", ""status"": ""real-data"", ""citation"": ""https://turbopuffer.com/docs/api""}",JSON via REST; namespace upsert/query; Parquet ingest beta,shallow-prose,
intercom-fin--fin-ai,import-export,apply-value,"{""value"": ""JSON via REST"", ""status"": ""real-data"", ""citation"": ""https://developers.intercom.com/""}",JSON via REST; CSV bulk import in admin UI,shallow-prose,
omi--omi-me,import-export,apply-value,"{""value"": ""JSON via API"", ""status"": ""real-data"", ""citation"": ""https://www.omi.me/""}",JSON via API; OmiFS file system exposes conversations/memories,shallow-prose,
otter-ai--otter-ai,api-surface,apply-value,"{""value"": ""REST"", ""status"": ""real-data"", ""citation"": ""https://otter.ai/""}",REST (Otter API for speeches/transcripts) — partner access,shallow-prose,
read-ai--read-ai,api-surface,apply-value,"{""value"": ""REST"", ""status"": ""real-data"", ""citation"": ""https://www.read.ai/""}",REST (Read.ai integrations API + webhooks),shallow-prose,
