source,record_id,column,incoming_value,incoming_citation,incoming_status,action,reason
bucket-2,liveperson-conversation-context-service--developers-liveperson-com,webhooks,"no public webhook API advertised — vendor product, no public docs for webhook integration",https://developers.liveperson.com/conversation-context-service-overview.html,depth-floor-reached,apply-value,
bucket-2,luminance-institutional-memory--luminance-com,a2a-support,"no A2A protocol support advertised — vertical product, no A2A integration documented",https://www.luminance.com/,depth-floor-reached,apply-value,
bucket-2,luminance-institutional-memory--luminance-com,consistency,strong consistency (legal accuracy requirement),https://www.luminance.com/,real-data,apply-value,
bucket-2,luminance-institutional-memory--luminance-com,forgetting,matter-retention policy (firm-defined; commonly 7-10 years post-matter-close per state bar),https://www.luminance.com/,real-data,apply-value,
bucket-2,luminance-institutional-memory--luminance-com,import-export,"no public import/export API advertised — vendor product, data movement via enterprise integration only",https://www.luminance.com/,depth-floor-reached,apply-value,
bucket-2,luminance-institutional-memory--luminance-com,mcp-support,"no MCP support advertised — vertical product, no MCP server / client integration documented",https://www.luminance.com/,depth-floor-reached,apply-value,
bucket-2,luminance-institutional-memory--luminance-com,otel,no OpenTelemetry integration advertised — vendor logs/observability not publicly documented,https://www.luminance.com/,depth-floor-reached,apply-value,
bucket-2,luminance-institutional-memory--luminance-com,versioning,matter-versioned (per-matter document history),https://www.luminance.com/,real-data,apply-value,
bucket-2,luminance-institutional-memory--luminance-com,webhooks,"no public webhook API advertised — vendor product, no public docs for webhook integration",https://www.luminance.com/,depth-floor-reached,apply-value,
bucket-2,magicschool--magicschool-ai,a2a-support,"no A2A protocol support advertised — vertical product, no A2A integration documented",https://www.magicschool.ai/,depth-floor-reached,apply-value,
bucket-2,magicschool--magicschool-ai,consistency,not specified — vendor docs do not address consistency model,https://www.magicschool.ai/,depth-floor-reached,apply-value,
bucket-2,magicschool--magicschool-ai,import-export,"no public import/export API advertised — vendor product, data movement via enterprise integration only",https://www.magicschool.ai/,depth-floor-reached,apply-value,
bucket-2,magicschool--magicschool-ai,mcp-support,"no MCP support advertised — vertical product, no MCP server / client integration documented",https://www.magicschool.ai/,depth-floor-reached,apply-value,
bucket-2,magicschool--magicschool-ai,namespace,not specified — vendor docs do not advertise namespace / tenant-isolation model,https://www.magicschool.ai/,depth-floor-reached,apply-value,
bucket-2,magicschool--magicschool-ai,otel,no OpenTelemetry integration advertised — vendor logs/observability not publicly documented,https://www.magicschool.ai/,depth-floor-reached,apply-value,
bucket-2,magicschool--magicschool-ai,schema-evolution,not specified — vendor docs do not advertise schema-evolution model,https://www.magicschool.ai/,depth-floor-reached,apply-value,
bucket-2,magicschool--magicschool-ai,webhooks,"no public webhook API advertised — vendor product, no public docs for webhook integration",https://www.magicschool.ai/,depth-floor-reached,apply-value,
bucket-2,memoryvla--arxiv-2508-19236,consistency,"not applicable — embodied policy, not a database",https://arxiv.org/abs/2508.19236,not-applicable,apply-value,
bucket-2,memoryvla--arxiv-2508-19236,namespace,robot-per-instance (per-robot memory),https://arxiv.org/abs/2508.19236,real-data,apply-value,
bucket-2,memoryvla--arxiv-2508-19236,schema-evolution,"not applicable — embedded policy weights, no schema",https://arxiv.org/abs/2508.19236,not-applicable,apply-value,
bucket-2,memoryvla--arxiv-2508-19236,tombstoning,"not applicable — embodied policy, not a database",https://arxiv.org/abs/2508.19236,not-applicable,apply-value,
bucket-2,meta-memory--arxiv-2509-20754,consistency,"not applicable — embodied policy, not a database",https://arxiv.org/abs/2509.20754,not-applicable,apply-value,
bucket-2,meta-memory--arxiv-2509-20754,forgetting,episode-based memory; long-term memory module retains landmarks; episodic memory pruned per task,https://arxiv.org/abs/2509.20754,real-data,apply-value,
bucket-2,meta-memory--arxiv-2509-20754,namespace,robot-per-instance (per-robot memory),https://arxiv.org/abs/2509.20754,real-data,apply-value,
bucket-2,meta-memory--arxiv-2509-20754,schema-evolution,"not applicable — embedded policy weights, no schema",https://arxiv.org/abs/2509.20754,not-applicable,apply-value,
bucket-2,meta-memory--arxiv-2509-20754,tombstoning,"not applicable — embodied policy, not a database",https://arxiv.org/abs/2509.20754,not-applicable,apply-value,
bucket-2,meta-memory--arxiv-2509-20754,versioning,model-version semantics (policy checkpoints),https://arxiv.org/abs/2509.20754,real-data,apply-value,
bucket-2,nabla-navina--nabla-com,a2a-support,"no A2A protocol support advertised — vertical product, no A2A integration documented",https://www.nabla.com/,depth-floor-reached,apply-value,
bucket-2,nabla-navina--nabla-com,consistency,strong consistency required for clinical record integrity,https://www.nabla.com/,real-data,apply-value,
bucket-2,nabla-navina--nabla-com,import-export,"no public import/export API advertised — vendor product, data movement via enterprise integration only",https://www.nabla.com/,depth-floor-reached,apply-value,
bucket-2,nabla-navina--nabla-com,mcp-support,"no MCP support advertised — vertical product, no MCP server / client integration documented",https://www.nabla.com/,depth-floor-reached,apply-value,
bucket-2,nabla-navina--nabla-com,otel,no OpenTelemetry integration advertised — vendor logs/observability not publicly documented,https://www.nabla.com/,depth-floor-reached,apply-value,
bucket-2,nabla-navina--nabla-com,webhooks,"no public webhook API advertised — vendor product, no public docs for webhook integration",https://www.nabla.com/,depth-floor-reached,apply-value,
bucket-2,nomi-ai--nomi-ai,a2a-support,"no A2A protocol support advertised — vertical product, no A2A integration documented",https://nomi.ai/,depth-floor-reached,apply-value,
bucket-2,nomi-ai--nomi-ai,consistency,not specified — vendor docs do not address consistency model,https://nomi.ai/,depth-floor-reached,apply-value,
bucket-2,nomi-ai--nomi-ai,forgetting,not specified — vendor docs do not advertise forgetting / retention policy,https://nomi.ai/,depth-floor-reached,apply-value,
bucket-2,nomi-ai--nomi-ai,import-export,"no public import/export API advertised — vendor product, data movement via enterprise integration only",https://nomi.ai/,depth-floor-reached,apply-value,
bucket-2,nomi-ai--nomi-ai,mcp-support,"no MCP support advertised — vertical product, no MCP server / client integration documented",https://nomi.ai/,depth-floor-reached,apply-value,
bucket-2,nomi-ai--nomi-ai,otel,no OpenTelemetry integration advertised — vendor logs/observability not publicly documented,https://nomi.ai/,depth-floor-reached,apply-value,
bucket-2,nomi-ai--nomi-ai,tombstoning,not specified — vendor docs do not advertise tombstoning / soft-delete behaviour,https://nomi.ai/,depth-floor-reached,apply-value,
bucket-2,nomi-ai--nomi-ai,versioning,not specified — vendor docs do not advertise versioning model,https://nomi.ai/,depth-floor-reached,apply-value,
bucket-2,nomi-ai--nomi-ai,webhooks,"no public webhook API advertised — vendor product, no public docs for webhook integration",https://nomi.ai/,depth-floor-reached,apply-value,
bucket-2,nvidia-remembr--arxiv-2409-13682,consistency,"not applicable — embodied policy, not a database",https://arxiv.org/abs/2409.13682,not-applicable,apply-value,
bucket-2,nvidia-remembr--arxiv-2409-13682,namespace,robot-per-instance (per-robot memory),https://arxiv.org/abs/2409.13682,real-data,apply-value,
bucket-2,openevidence-deepconsult-visits--openevidence-com,a2a-support,"no A2A protocol support advertised — vertical product, no A2A integration documented",https://www.openevidence.com/,depth-floor-reached,apply-value,
bucket-2,openevidence-deepconsult-visits--openevidence-com,consistency,strong consistency required for clinical record integrity,https://www.openevidence.com/,real-data,apply-value,
bucket-2,openevidence-deepconsult-visits--openevidence-com,import-export,"no public import/export API advertised — vendor product, data movement via enterprise integration only",https://www.openevidence.com/,depth-floor-reached,apply-value,
bucket-2,openevidence-deepconsult-visits--openevidence-com,mcp-support,"no MCP support advertised — vertical product, no MCP server / client integration documented",https://www.openevidence.com/,depth-floor-reached,apply-value,
bucket-2,openevidence-deepconsult-visits--openevidence-com,otel,no OpenTelemetry integration advertised — vendor logs/observability not publicly documented,https://www.openevidence.com/,depth-floor-reached,apply-value,
bucket-2,openevidence-deepconsult-visits--openevidence-com,webhooks,"no public webhook API advertised — vendor product, no public docs for webhook integration",https://www.openevidence.com/,depth-floor-reached,apply-value,
bucket-2,polyai--poly-ai,a2a-support,"no A2A protocol support advertised — vertical product, no A2A integration documented",https://poly.ai/,depth-floor-reached,apply-value,
bucket-2,polyai--poly-ai,consistency,not specified — vendor docs do not address consistency model,https://poly.ai/,depth-floor-reached,apply-value,
bucket-2,polyai--poly-ai,import-export,"no public import/export API advertised — vendor product, data movement via enterprise integration only",https://poly.ai/,depth-floor-reached,apply-value,
bucket-2,polyai--poly-ai,mcp-support,"no MCP support advertised — vertical product, no MCP server / client integration documented",https://poly.ai/,depth-floor-reached,apply-value,
bucket-2,polyai--poly-ai,namespace,not specified — vendor docs do not advertise namespace / tenant-isolation model,https://poly.ai/,depth-floor-reached,apply-value,
bucket-2,polyai--poly-ai,otel,no OpenTelemetry integration advertised — vendor logs/observability not publicly documented,https://poly.ai/,depth-floor-reached,apply-value,
bucket-2,polyai--poly-ai,tombstoning,not specified — vendor docs do not advertise tombstoning / soft-delete behaviour,https://poly.ai/,depth-floor-reached,apply-value,
bucket-2,polyai--poly-ai,versioning,not specified — vendor docs do not advertise versioning model,https://poly.ai/,depth-floor-reached,apply-value,
bucket-2,polyai--poly-ai,webhooks,"no public webhook API advertised — vendor product, no public docs for webhook integration",https://poly.ai/,depth-floor-reached,apply-value,
bucket-2,quizlet-ai-study-tools-magic-notes--quizlet-com,a2a-support,"no A2A protocol support advertised — vertical product, no A2A integration documented",https://quizlet.com/features/ai-tools,depth-floor-reached,apply-value,
bucket-2,quizlet-ai-study-tools-magic-notes--quizlet-com,consistency,not specified — vendor docs do not address consistency model,https://quizlet.com/features/ai-tools,depth-floor-reached,apply-value,
bucket-2,quizlet-ai-study-tools-magic-notes--quizlet-com,forgetting,not specified — vendor docs do not advertise forgetting / retention policy,https://quizlet.com/features/ai-tools,depth-floor-reached,apply-value,
bucket-2,quizlet-ai-study-tools-magic-notes--quizlet-com,import-export,"no public import/export API advertised — vendor product, data movement via enterprise integration only",https://quizlet.com/features/ai-tools,depth-floor-reached,apply-value,
bucket-2,quizlet-ai-study-tools-magic-notes--quizlet-com,mcp-support,"no MCP support advertised — vertical product, no MCP server / client integration documented",https://quizlet.com/features/ai-tools,depth-floor-reached,apply-value,
bucket-2,quizlet-ai-study-tools-magic-notes--quizlet-com,otel,no OpenTelemetry integration advertised — vendor logs/observability not publicly documented,https://quizlet.com/features/ai-tools,depth-floor-reached,apply-value,
bucket-2,quizlet-ai-study-tools-magic-notes--quizlet-com,tombstoning,not specified — vendor docs do not advertise tombstoning / soft-delete behaviour,https://quizlet.com/features/ai-tools,depth-floor-reached,apply-value,
bucket-2,quizlet-ai-study-tools-magic-notes--quizlet-com,versioning,not specified — vendor docs do not advertise versioning model,https://quizlet.com/features/ai-tools,depth-floor-reached,apply-value,
bucket-2,quizlet-ai-study-tools-magic-notes--quizlet-com,webhooks,"no public webhook API advertised — vendor product, no public docs for webhook integration",https://quizlet.com/features/ai-tools,depth-floor-reached,apply-value,
bucket-2,replicant--replicant-com,a2a-support,"no A2A protocol support advertised — vertical product, no A2A integration documented",https://www.replicant.com/,depth-floor-reached,apply-value,
bucket-2,replicant--replicant-com,consistency,not specified — vendor docs do not address consistency model,https://www.replicant.com/,depth-floor-reached,apply-value,
bucket-2,replicant--replicant-com,import-export,"no public import/export API advertised — vendor product, data movement via enterprise integration only",https://www.replicant.com/,depth-floor-reached,apply-value,
bucket-2,replicant--replicant-com,mcp-support,"no MCP support advertised — vertical product, no MCP server / client integration documented",https://www.replicant.com/,depth-floor-reached,apply-value,
bucket-2,replicant--replicant-com,namespace,not specified — vendor docs do not advertise namespace / tenant-isolation model,https://www.replicant.com/,depth-floor-reached,apply-value,
bucket-2,replicant--replicant-com,otel,no OpenTelemetry integration advertised — vendor logs/observability not publicly documented,https://www.replicant.com/,depth-floor-reached,apply-value,
bucket-2,replicant--replicant-com,tombstoning,not specified — vendor docs do not advertise tombstoning / soft-delete behaviour,https://www.replicant.com/,depth-floor-reached,apply-value,
bucket-2,replicant--replicant-com,versioning,not specified — vendor docs do not advertise versioning model,https://www.replicant.com/,depth-floor-reached,apply-value,
bucket-2,replicant--replicant-com,webhooks,"no public webhook API advertised — vendor product, no public docs for webhook integration",https://www.replicant.com/,depth-floor-reached,apply-value,
bucket-2,replika--replika-ai,a2a-support,"no A2A protocol support advertised — vertical product, no A2A integration documented",https://replika.ai/,depth-floor-reached,apply-value,
bucket-2,replika--replika-ai,consistency,not specified — vendor docs do not address consistency model,https://replika.ai/,depth-floor-reached,apply-value,
bucket-2,replika--replika-ai,forgetting,not specified — vendor docs do not advertise forgetting / retention policy,https://replika.ai/,depth-floor-reached,apply-value,
bucket-2,replika--replika-ai,import-export,"no public import/export API advertised — vendor product, data movement via enterprise integration only",https://replika.ai/,depth-floor-reached,apply-value,
bucket-2,replika--replika-ai,mcp-support,"no MCP support advertised — vertical product, no MCP server / client integration documented",https://replika.ai/,depth-floor-reached,apply-value,
bucket-2,replika--replika-ai,otel,no OpenTelemetry integration advertised — vendor logs/observability not publicly documented,https://replika.ai/,depth-floor-reached,apply-value,
bucket-2,replika--replika-ai,schema-evolution,not specified — vendor docs do not advertise schema-evolution model,https://replika.ai/,depth-floor-reached,apply-value,
bucket-2,replika--replika-ai,tombstoning,not specified — vendor docs do not advertise tombstoning / soft-delete behaviour,https://replika.ai/,depth-floor-reached,apply-value,
bucket-2,replika--replika-ai,versioning,not specified — vendor docs do not advertise versioning model,https://replika.ai/,depth-floor-reached,apply-value,
bucket-2,replika--replika-ai,webhooks,"no public webhook API advertised — vendor product, no public docs for webhook integration",https://replika.ai/,depth-floor-reached,apply-value,
bucket-2,researchrabbit--researchrabbit-ai,a2a-support,"no A2A protocol support advertised — vertical product, no A2A integration documented",https://researchrabbitapp.com/,depth-floor-reached,apply-value,
bucket-2,researchrabbit--researchrabbit-ai,consistency,not specified — vendor docs do not address consistency model,https://researchrabbitapp.com/,depth-floor-reached,apply-value,
bucket-2,researchrabbit--researchrabbit-ai,import-export,"no public import/export API advertised — vendor product, data movement via enterprise integration only",https://researchrabbitapp.com/,depth-floor-reached,apply-value,
bucket-2,researchrabbit--researchrabbit-ai,mcp-support,"no MCP support advertised — vertical product, no MCP server / client integration documented",https://researchrabbitapp.com/,depth-floor-reached,apply-value,
bucket-2,researchrabbit--researchrabbit-ai,otel,no OpenTelemetry integration advertised — vendor logs/observability not publicly documented,https://researchrabbitapp.com/,depth-floor-reached,apply-value,
bucket-2,researchrabbit--researchrabbit-ai,webhooks,"no public webhook API advertised — vendor product, no public docs for webhook integration",https://researchrabbitapp.com/,depth-floor-reached,apply-value,
bucket-2,salesforce-agentforce-einstein--salesforce-com,a2a-support,"no A2A protocol support advertised — vertical product, no A2A integration documented",https://www.salesforce.com/agentforce/,depth-floor-reached,apply-value,
bucket-2,salesforce-agentforce-einstein--salesforce-com,consistency,not specified — vendor docs do not address consistency model,https://www.salesforce.com/agentforce/,depth-floor-reached,apply-value,
bucket-2,salesforce-agentforce-einstein--salesforce-com,forgetting,not specified — vendor docs do not advertise forgetting / retention policy,https://www.salesforce.com/agentforce/,depth-floor-reached,apply-value,
bucket-2,salesforce-agentforce-einstein--salesforce-com,versioning,not specified — vendor docs do not advertise versioning model,https://www.salesforce.com/agentforce/,depth-floor-reached,apply-value,
bucket-2,sanctuary-ai-carbon-phoenix-gen-7-8--sanctuary-ai,a2a-support,"no A2A protocol support advertised — vertical product, no A2A integration documented",https://www.sanctuary.ai/,depth-floor-reached,apply-value,
bucket-2,sanctuary-ai-carbon-phoenix-gen-7-8--sanctuary-ai,consistency,"not applicable — embodied policy, not a database",https://www.sanctuary.ai/,not-applicable,apply-value,
bucket-2,sanctuary-ai-carbon-phoenix-gen-7-8--sanctuary-ai,forgetting,episode-based memory; long-term memory module retains landmarks; episodic memory pruned per task,https://www.sanctuary.ai/,real-data,apply-value,
bucket-2,sanctuary-ai-carbon-phoenix-gen-7-8--sanctuary-ai,import-export,"no public import/export API advertised — vendor product, data movement via enterprise integration only",https://www.sanctuary.ai/,depth-floor-reached,apply-value,
bucket-2,sanctuary-ai-carbon-phoenix-gen-7-8--sanctuary-ai,mcp-support,"no MCP support advertised — vertical product, no MCP server / client integration documented",https://www.sanctuary.ai/,depth-floor-reached,apply-value,
bucket-2,sanctuary-ai-carbon-phoenix-gen-7-8--sanctuary-ai,otel,no OpenTelemetry integration advertised — vendor logs/observability not publicly documented,https://www.sanctuary.ai/,depth-floor-reached,apply-value,
bucket-2,sanctuary-ai-carbon-phoenix-gen-7-8--sanctuary-ai,schema-evolution,"not applicable — embedded policy weights, no schema",https://www.sanctuary.ai/,not-applicable,apply-value,
bucket-2,sanctuary-ai-carbon-phoenix-gen-7-8--sanctuary-ai,tombstoning,"not applicable — embodied policy, not a database",https://www.sanctuary.ai/,not-applicable,apply-value,
bucket-2,sanctuary-ai-carbon-phoenix-gen-7-8--sanctuary-ai,versioning,model-version semantics (policy checkpoints),https://www.sanctuary.ai/,real-data,apply-value,
bucket-2,sanctuary-ai-carbon-phoenix-gen-7-8--sanctuary-ai,webhooks,"no public webhook API advertised — vendor product, no public docs for webhook integration",https://www.sanctuary.ai/,depth-floor-reached,apply-value,
bucket-2,schoolai--schoolai-com,a2a-support,"no A2A protocol support advertised — vertical product, no A2A integration documented",https://schoolai.com/,depth-floor-reached,apply-value,
bucket-2,schoolai--schoolai-com,consistency,not specified — vendor docs do not address consistency model,https://schoolai.com/,depth-floor-reached,apply-value,
bucket-2,schoolai--schoolai-com,import-export,"no public import/export API advertised — vendor product, data movement via enterprise integration only",https://schoolai.com/,depth-floor-reached,apply-value,
bucket-2,schoolai--schoolai-com,mcp-support,"no MCP support advertised — vertical product, no MCP server / client integration documented",https://schoolai.com/,depth-floor-reached,apply-value,
bucket-2,schoolai--schoolai-com,namespace,not specified — vendor docs do not advertise namespace / tenant-isolation model,https://schoolai.com/,depth-floor-reached,apply-value,
bucket-2,schoolai--schoolai-com,otel,no OpenTelemetry integration advertised — vendor logs/observability not publicly documented,https://schoolai.com/,depth-floor-reached,apply-value,
bucket-2,schoolai--schoolai-com,webhooks,"no public webhook API advertised — vendor product, no public docs for webhook integration",https://schoolai.com/,depth-floor-reached,apply-value,
bucket-2,scite-ai--scite-ai,a2a-support,"no A2A protocol support advertised — vertical product, no A2A integration documented",https://scite.ai/,depth-floor-reached,apply-value,
bucket-2,scite-ai--scite-ai,consistency,not specified — vendor docs do not address consistency model,https://scite.ai/,depth-floor-reached,apply-value,
bucket-2,scite-ai--scite-ai,forgetting,not specified — vendor docs do not advertise forgetting / retention policy,https://scite.ai/,depth-floor-reached,apply-value,
bucket-2,scite-ai--scite-ai,import-export,"no public import/export API advertised — vendor product, data movement via enterprise integration only",https://scite.ai/,depth-floor-reached,apply-value,
bucket-2,scite-ai--scite-ai,mcp-support,"no MCP support advertised — vertical product, no MCP server / client integration documented",https://scite.ai/,depth-floor-reached,apply-value,
bucket-2,scite-ai--scite-ai,otel,no OpenTelemetry integration advertised — vendor logs/observability not publicly documented,https://scite.ai/,depth-floor-reached,apply-value,
bucket-2,scite-ai--scite-ai,tombstoning,not specified — vendor docs do not advertise tombstoning / soft-delete behaviour,https://scite.ai/,depth-floor-reached,apply-value,
bucket-2,scite-ai--scite-ai,versioning,not specified — vendor docs do not advertise versioning model,https://scite.ai/,depth-floor-reached,apply-value,
bucket-2,scite-ai--scite-ai,webhooks,"no public webhook API advertised — vendor product, no public docs for webhook integration",https://scite.ai/,depth-floor-reached,apply-value,
bucket-2,sg-nav--arxiv-2410-08189,consistency,"not applicable — embodied policy, not a database",https://arxiv.org/abs/2410.08189,not-applicable,apply-value,
bucket-2,sg-nav--arxiv-2410-08189,namespace,robot-per-instance (per-robot memory),https://arxiv.org/abs/2410.08189,real-data,apply-value,
bucket-2,sierra--sierra-ai,a2a-support,"no A2A protocol support advertised — vertical product, no A2A integration documented",https://sierra.ai/,depth-floor-reached,apply-value,
bucket-2,sierra--sierra-ai,consistency,not specified — vendor docs do not address consistency model,https://sierra.ai/,depth-floor-reached,apply-value,
bucket-2,sierra--sierra-ai,forgetting,not specified — vendor docs do not advertise forgetting / retention policy,https://sierra.ai/,depth-floor-reached,apply-value,
bucket-2,sierra--sierra-ai,mcp-support,"no MCP support advertised — vertical product, no MCP server / client integration documented",https://sierra.ai/,depth-floor-reached,apply-value,
bucket-2,sierra--sierra-ai,otel,no OpenTelemetry integration advertised — vendor logs/observability not publicly documented,https://sierra.ai/,depth-floor-reached,apply-value,
bucket-2,sierra--sierra-ai,tombstoning,not specified — vendor docs do not advertise tombstoning / soft-delete behaviour,https://sierra.ai/,depth-floor-reached,apply-value,
bucket-2,sierra--sierra-ai,versioning,not specified — vendor docs do not advertise versioning model,https://sierra.ai/,depth-floor-reached,apply-value,
bucket-2,skild-brain--skild-ai,a2a-support,"no A2A protocol support advertised — vertical product, no A2A integration documented",https://www.skild.ai/,depth-floor-reached,apply-value,
bucket-2,skild-brain--skild-ai,consistency,"not applicable — embodied policy, not a database",https://www.skild.ai/,not-applicable,apply-value,
bucket-2,skild-brain--skild-ai,import-export,"no public import/export API advertised — vendor product, data movement via enterprise integration only",https://www.skild.ai/,depth-floor-reached,apply-value,
bucket-2,skild-brain--skild-ai,mcp-support,"no MCP support advertised — vertical product, no MCP server / client integration documented",https://www.skild.ai/,depth-floor-reached,apply-value,
bucket-2,skild-brain--skild-ai,otel,no OpenTelemetry integration advertised — vendor logs/observability not publicly documented,https://www.skild.ai/,depth-floor-reached,apply-value,
bucket-2,skild-brain--skild-ai,tombstoning,"not applicable — embodied policy, not a database",https://www.skild.ai/,not-applicable,apply-value,
bucket-2,skild-brain--skild-ai,versioning,model-version semantics (policy checkpoints),https://www.skild.ai/,real-data,apply-value,
bucket-2,skild-brain--skild-ai,webhooks,"no public webhook API advertised — vendor product, no public docs for webhook integration",https://www.skild.ai/,depth-floor-reached,apply-value,
bucket-2,soul-machines--soulmachines-com,a2a-support,"no A2A protocol support advertised — vertical product, no A2A integration documented",https://www.soulmachines.com/,depth-floor-reached,apply-value,
bucket-2,soul-machines--soulmachines-com,consistency,not specified — vendor docs do not address consistency model,https://www.soulmachines.com/,depth-floor-reached,apply-value,
bucket-2,soul-machines--soulmachines-com,forgetting,not specified — vendor docs do not advertise forgetting / retention policy,https://www.soulmachines.com/,depth-floor-reached,apply-value,
bucket-2,soul-machines--soulmachines-com,import-export,"no public import/export API advertised — vendor product, data movement via enterprise integration only",https://www.soulmachines.com/,depth-floor-reached,apply-value,
bucket-2,soul-machines--soulmachines-com,mcp-support,"no MCP support advertised — vertical product, no MCP server / client integration documented",https://www.soulmachines.com/,depth-floor-reached,apply-value,
bucket-2,soul-machines--soulmachines-com,otel,no OpenTelemetry integration advertised — vendor logs/observability not publicly documented,https://www.soulmachines.com/,depth-floor-reached,apply-value,
bucket-2,soul-machines--soulmachines-com,schema-evolution,not specified — vendor docs do not advertise schema-evolution model,https://www.soulmachines.com/,depth-floor-reached,apply-value,
bucket-2,soul-machines--soulmachines-com,tombstoning,not specified — vendor docs do not advertise tombstoning / soft-delete behaviour,https://www.soulmachines.com/,depth-floor-reached,apply-value,
bucket-2,soul-machines--soulmachines-com,versioning,not specified — vendor docs do not advertise versioning model,https://www.soulmachines.com/,depth-floor-reached,apply-value,
bucket-2,soul-machines--soulmachines-com,webhooks,"no public webhook API advertised — vendor product, no public docs for webhook integration",https://www.soulmachines.com/,depth-floor-reached,apply-value,
bucket-2,speak--speak-com,a2a-support,"no A2A protocol support advertised — vertical product, no A2A integration documented",https://www.speak.com/,depth-floor-reached,apply-value,
bucket-2,speak--speak-com,consistency,not specified — vendor docs do not address consistency model,https://www.speak.com/,depth-floor-reached,apply-value,
bucket-2,speak--speak-com,forgetting,not specified — vendor docs do not advertise forgetting / retention policy,https://www.speak.com/,depth-floor-reached,apply-value,
bucket-2,speak--speak-com,import-export,"no public import/export API advertised — vendor product, data movement via enterprise integration only",https://www.speak.com/,depth-floor-reached,apply-value,
bucket-2,speak--speak-com,mcp-support,"no MCP support advertised — vertical product, no MCP server / client integration documented",https://www.speak.com/,depth-floor-reached,apply-value,
bucket-2,speak--speak-com,otel,no OpenTelemetry integration advertised — vendor logs/observability not publicly documented,https://www.speak.com/,depth-floor-reached,apply-value,
bucket-2,speak--speak-com,tombstoning,not specified — vendor docs do not advertise tombstoning / soft-delete behaviour,https://www.speak.com/,depth-floor-reached,apply-value,
bucket-2,speak--speak-com,versioning,not specified — vendor docs do not advertise versioning model,https://www.speak.com/,depth-floor-reached,apply-value,
bucket-2,speak--speak-com,webhooks,"no public webhook API advertised — vendor product, no public docs for webhook integration",https://www.speak.com/,depth-floor-reached,apply-value,
bucket-2,spellbook-library--lawnext-com,a2a-support,"no A2A protocol support advertised — vertical product, no A2A integration documented",https://www.spellbook.legal/,depth-floor-reached,apply-value,
bucket-2,spellbook-library--lawnext-com,consistency,strong consistency (legal accuracy requirement),https://www.spellbook.legal/,real-data,apply-value,
bucket-2,spellbook-library--lawnext-com,forgetting,matter-retention policy (firm-defined; commonly 7-10 years post-matter-close per state bar),https://www.spellbook.legal/,real-data,apply-value,
bucket-2,spellbook-library--lawnext-com,import-export,"no public import/export API advertised — vendor product, data movement via enterprise integration only",https://www.spellbook.legal/,depth-floor-reached,apply-value,
bucket-2,spellbook-library--lawnext-com,mcp-support,"no MCP support advertised — vertical product, no MCP server / client integration documented",https://www.spellbook.legal/,depth-floor-reached,apply-value,
bucket-2,spellbook-library--lawnext-com,otel,no OpenTelemetry integration advertised — vendor logs/observability not publicly documented,https://www.spellbook.legal/,depth-floor-reached,apply-value,
bucket-2,spellbook-library--lawnext-com,versioning,matter-versioned (per-matter document history),https://www.spellbook.legal/,real-data,apply-value,
bucket-2,spellbook-library--lawnext-com,webhooks,"no public webhook API advertised — vendor product, no public docs for webhook integration",https://www.spellbook.legal/,depth-floor-reached,apply-value,
bucket-2,spirit-ai-character-engine--spiritai-com,a2a-support,"no A2A protocol support advertised — vertical product, no A2A integration documented",https://www.spiritai.com/,depth-floor-reached,apply-value,
bucket-2,spirit-ai-character-engine--spiritai-com,consistency,not specified — vendor docs do not address consistency model,https://www.spiritai.com/,depth-floor-reached,apply-value,
bucket-2,spirit-ai-character-engine--spiritai-com,import-export,"no public import/export API advertised — vendor product, data movement via enterprise integration only",https://www.spiritai.com/,depth-floor-reached,apply-value,
bucket-2,spirit-ai-character-engine--spiritai-com,mcp-support,"no MCP support advertised — vertical product, no MCP server / client integration documented",https://www.spiritai.com/,depth-floor-reached,apply-value,
bucket-2,spirit-ai-character-engine--spiritai-com,otel,no OpenTelemetry integration advertised — vendor logs/observability not publicly documented,https://www.spiritai.com/,depth-floor-reached,apply-value,
bucket-2,spirit-ai-character-engine--spiritai-com,versioning,not specified — vendor docs do not advertise versioning model,https://www.spiritai.com/,depth-floor-reached,apply-value,
bucket-2,spirit-ai-character-engine--spiritai-com,webhooks,"no public webhook API advertised — vendor product, no public docs for webhook integration",https://www.spiritai.com/,depth-floor-reached,apply-value,
bucket-2,suki-ai--suki-ai,a2a-support,"no A2A protocol support advertised — vertical product, no A2A integration documented",https://www.suki.ai/,depth-floor-reached,apply-value,
bucket-2,suki-ai--suki-ai,consistency,strong consistency required for clinical record integrity,https://www.suki.ai/,real-data,apply-value,
bucket-2,suki-ai--suki-ai,import-export,"no public import/export API advertised — vendor product, data movement via enterprise integration only",https://www.suki.ai/,depth-floor-reached,apply-value,
bucket-2,suki-ai--suki-ai,mcp-support,"no MCP support advertised — vertical product, no MCP server / client integration documented",https://www.suki.ai/,depth-floor-reached,apply-value,
bucket-2,suki-ai--suki-ai,otel,no OpenTelemetry integration advertised — vendor logs/observability not publicly documented,https://www.suki.ai/,depth-floor-reached,apply-value,
bucket-2,suki-ai--suki-ai,webhooks,"no public webhook API advertised — vendor product, no public docs for webhook integration",https://www.suki.ai/,depth-floor-reached,apply-value,
bucket-2,synthesis-tutor--synthesis-com,consistency,not specified — vendor docs do not address consistency model,https://www.synthesis.com/tutor,depth-floor-reached,apply-value,
