use_case,rank,system_name,tier,section,total_score,anti_passed,hard_passed,weighted_score,tiebreaker_score,notes
UC-08 legal-research,WL-87,engram,T2,Claude Code memory mechanisms,,True,False,,,"FALSE-NEGATIVE WATCH: missing=compliance,multi_tenancy | R-hard failed: compliance lacks SOC 2; multi_tenancy missing; auditable governance missing; conflict res not deterministic/structured (append (no resolution — agent decides wh)"
UC-08 legal-research,WL-88,TopQuadrant (TopBraid EDG),T1,Knowledge-graph platforms,,True,False,,,FALSE-NEGATIVE WATCH: missing=compliance | R-hard failed: compliance lacks SOC 2; conflict res not deterministic/structured (none specified)
UC-08 legal-research,WL-89,AllegroGraph (Franz),T1,Knowledge-graph platforms,,True,False,,,FALSE-NEGATIVE WATCH: missing=compliance | R-hard failed: compliance lacks SOC 2; conflict res not deterministic/structured (overwrite)
UC-08 legal-research,WL-90,Ontotext GraphDB / Graphwise,T1,Knowledge-graph platforms,,True,False,,,FALSE-NEGATIVE WATCH: missing=compliance | R-hard failed: compliance lacks SOC 2; conflict res not deterministic/structured (overwrite)
UC-08 legal-research,WL-91,PoolParty (now Graphwise),T1,Knowledge-graph platforms,,True,False,,,FALSE-NEGATIVE WATCH: missing=compliance | R-hard failed: compliance lacks SOC 2; conflict res not deterministic/structured (overwrite)
UC-08 legal-research,WL-92,Palantir Ontology,T1,Knowledge-graph platforms,,True,False,,,FALSE-NEGATIVE WATCH: missing=multi_tenancy | R-hard failed: multi_tenancy missing; conflict res not deterministic/structured (overwrite)
UC-08 legal-research,WL-93,FalkorDB,T2,Knowledge-graph platforms,,True,False,,,FALSE-NEGATIVE WATCH: missing=compliance | R-hard failed: compliance lacks SOC 2; conflict res not deterministic/structured (overwrite)
UC-08 legal-research,WL-94,Kuzu,T2,Knowledge-graph platforms,,True,False,,,"FALSE-NEGATIVE WATCH: missing=compliance,multi_tenancy | R-hard failed: compliance lacks SOC 2; multi_tenancy missing; conflict res not deterministic/structured (overwrite)"
UC-08 legal-research,WL-95,Dgraph,T2,Knowledge-graph platforms,,True,False,,,FALSE-NEGATIVE WATCH: missing=compliance | R-hard failed: compliance lacks SOC 2; conflict res not deterministic/structured (overwrite)
UC-08 legal-research,WL-96,NebulaGraph,T2,Knowledge-graph platforms,,True,False,,,FALSE-NEGATIVE WATCH: missing=compliance | R-hard failed: compliance lacks SOC 2; conflict res not deterministic/structured (overwrite)
UC-08 legal-research,WL-97,Clarivate,T1,Enterprise-search adjacencies,,True,False,,,FALSE-NEGATIVE WATCH: missing=multi_tenancy | R-hard failed: multi_tenancy missing; conflict res not deterministic/structured (manual (human editorial governance))
UC-08 legal-research,WL-98,Coveo,T1,Enterprise-search adjacencies,,True,False,,,FALSE-NEGATIVE WATCH: missing=conflict | R-hard failed: conflict res missing
UC-08 legal-research,WL-99,Sinequa,T1,Enterprise-search adjacencies,,True,False,,,FALSE-NEGATIVE WATCH: missing=conflict | R-hard failed: compliance lacks SOC 2; conflict res missing
UC-08 legal-research,WL-100,Mindbreeze InSpire,T2,Enterprise-search adjacencies,,True,False,,,FALSE-NEGATIVE WATCH: missing=conflict | R-hard failed: conflict res missing
UC-08 legal-research,WL-101,Meilisearch,T2,Enterprise-search adjacencies,,True,False,,,FALSE-NEGATIVE WATCH: missing=conflict | R-hard failed: conflict res missing
UC-08 legal-research,WL-102,Algolia (NeuralSearch),T1,Enterprise-search adjacencies,,True,False,,,FALSE-NEGATIVE WATCH: missing=conflict | R-hard failed: auditable governance missing; conflict res missing
UC-08 legal-research,WL-103,Causaly,T1,— Scientific / research AI memory,,True,False,,,FALSE-NEGATIVE WATCH: missing=multi_tenancy | R-hard failed: multi_tenancy missing; auditable governance missing; conflict res not deterministic/structured (overwrite)
UC-08 legal-research,WL-104,BenevolentAI,T1,— Scientific / research AI memory,,True,False,,,"FALSE-NEGATIVE WATCH: missing=compliance,multi_tenancy | R-hard failed: compliance lacks SOC 2; multi_tenancy missing; auditable governance missing; conflict res not deterministic/structured (overwrite)"
UC-08 legal-research,WL-105,LabGenius,T1,— Scientific / research AI memory,,True,False,,,"FALSE-NEGATIVE WATCH: missing=compliance,multi_tenancy,conflict | R-hard failed: compliance lacks SOC 2; multi_tenancy missing; auditable governance missing; conflict res missing"
UC-08 legal-research,WL-106,Elicit,T2,— Scientific / research AI memory,,True,False,,,FALSE-NEGATIVE WATCH: missing=multi_tenancy | R-hard failed: multi_tenancy missing; conflict res not deterministic/structured (append (no resolution))
UC-08 legal-research,WL-107,Scite.ai,T2,— Scientific / research AI memory,,True,False,,,"FALSE-NEGATIVE WATCH: missing=compliance,multi_tenancy | R-hard failed: compliance lacks SOC 2; multi_tenancy missing; auditable governance missing; conflict res not deterministic/structured (append (no resolution))"
UC-08 legal-research,WL-108,Iris.ai,T2,— Scientific / research AI memory,,True,False,,,"FALSE-NEGATIVE WATCH: missing=compliance,multi_tenancy | R-hard failed: compliance lacks SOC 2; multi_tenancy missing; auditable governance missing; conflict res not deterministic/structured (append (no resolution))"
UC-08 legal-research,WL-109,ResearchRabbit,T2,— Scientific / research AI memory,,True,False,,,"FALSE-NEGATIVE WATCH: missing=compliance,multi_tenancy | R-hard failed: compliance lacks SOC 2; multi_tenancy missing; conflict res not deterministic/structured (append (no resolution))"
UC-08 legal-research,WL-110,Hippocratic AI Polaris,T1,— Healthcare AI memory,,True,False,,,FALSE-NEGATIVE WATCH: missing=multi_tenancy | R-hard failed: multi_tenancy missing; conflict res not deterministic/structured (append (no resolution))
UC-08 legal-research,WL-111,K Health,T1,— Healthcare AI memory,,True,False,,,"FALSE-NEGATIVE WATCH: missing=compliance,multi_tenancy | R-hard failed: compliance lacks SOC 2; multi_tenancy missing; conflict res not deterministic/structured (none specified)"
UC-08 legal-research,WL-112,Suki AI,T1,— Healthcare AI memory,,True,False,,,FALSE-NEGATIVE WATCH: missing=multi_tenancy | R-hard failed: multi_tenancy missing; conflict res not deterministic/structured (none specified)
UC-08 legal-research,WL-113,DeepScribe,T1,— Healthcare AI memory,,True,False,,,FALSE-NEGATIVE WATCH: missing=multi_tenancy | R-hard failed: multi_tenancy missing; conflict res not deterministic/structured (append (no resolution))
UC-08 legal-research,WL-114,Abridge,T1,— Healthcare AI memory,,True,False,,,FALSE-NEGATIVE WATCH: missing=multi_tenancy | R-hard failed: multi_tenancy missing; conflict res not deterministic/structured (append (no resolution))
UC-08 legal-research,WL-115,OpenEvidence (DeepConsult + Visits),T2,— Healthcare AI memory,,True,False,,,"FALSE-NEGATIVE WATCH: missing=compliance,multi_tenancy | R-hard failed: compliance lacks SOC 2; multi_tenancy missing; auditable governance missing; conflict res not deterministic/structured (none specified)"
UC-08 legal-research,WL-116,Heidi Health,T2,— Healthcare AI memory,,True,False,,,"FALSE-NEGATIVE WATCH: missing=compliance,multi_tenancy | R-hard failed: compliance lacks SOC 2; multi_tenancy missing; conflict res not deterministic/structured (none specified)"
UC-08 legal-research,WL-117,Harvey Memory,T1,— Legal AI memory,,True,False,,,FALSE-NEGATIVE WATCH: missing=multi_tenancy | R-hard failed: multi_tenancy missing; conflict res not deterministic/structured (none specified)
UC-08 legal-research,WL-118,Luminance Institutional Memory,T1,— Legal AI memory,,True,False,,,FALSE-NEGATIVE WATCH: missing=multi_tenancy | R-hard failed: multi_tenancy missing; conflict res not deterministic/structured (overwrite)
UC-08 legal-research,WL-119,Filevine LOIS,T1,— Legal AI memory,,True,False,,,FALSE-NEGATIVE WATCH: missing=multi_tenancy | R-hard failed: multi_tenancy missing; conflict res not deterministic/structured (overwrite)
UC-08 legal-research,WL-120,Spellbook Library,T1,— Legal AI memory,,True,False,,,"FALSE-NEGATIVE WATCH: missing=compliance,multi_tenancy | R-hard failed: compliance lacks SOC 2; multi_tenancy missing; conflict res not deterministic/structured (none specified)"
UC-08 legal-research,WL-121,Clio Duo / Manage AI,T2,— Legal AI memory,,True,False,,,"FALSE-NEGATIVE WATCH: missing=compliance,multi_tenancy | R-hard failed: compliance lacks SOC 2; multi_tenancy missing; conflict res not deterministic/structured (none specified)"
UC-08 legal-research,WL-122,CoCounsel Legal (Thomson Reuters),T2,— Legal AI memory,,True,False,,,"FALSE-NEGATIVE WATCH: missing=compliance,multi_tenancy | R-hard failed: compliance lacks SOC 2; multi_tenancy missing; conflict res not deterministic/structured (none specified)"
UC-08 legal-research,WL-123,Hebbia Matrix,T2,— Legal AI memory,,True,False,,,FALSE-NEGATIVE WATCH: missing=compliance | R-hard failed: compliance lacks SOC 2; conflict res not deterministic/structured (none specified)
UC-08 legal-research,WL-124,Sierra,T1,— Customer support / voice agent memory,,True,False,,,FALSE-NEGATIVE WATCH: missing=multi_tenancy | R-hard failed: multi_tenancy missing; auditable governance missing; conflict res not deterministic/structured (none specified); memory model lacks fact/document
UC-08 legal-research,WL-125,Decagon,T1,— Customer support / voice agent memory,,True,False,,,FALSE-NEGATIVE WATCH: missing=multi_tenancy | R-hard failed: multi_tenancy missing; auditable governance missing; conflict res not deterministic/structured (none specified); memory model lacks fact/document
UC-08 legal-research,WL-126,Cognigy,T1,— Customer support / voice agent memory,,True,False,,,FALSE-NEGATIVE WATCH: missing=multi_tenancy | R-hard failed: multi_tenancy missing; conflict res not deterministic/structured (none specified)
UC-08 legal-research,WL-127,ASAPP GenerativeAgent,T1,— Customer support / voice agent memory,,True,False,,,FALSE-NEGATIVE WATCH: missing=multi_tenancy | R-hard failed: multi_tenancy missing; auditable governance missing; conflict res not deterministic/structured (none specified)
UC-08 legal-research,WL-128,Cresta,T2,— Customer support / voice agent memory,,True,False,,,"FALSE-NEGATIVE WATCH: missing=compliance,multi_tenancy | R-hard failed: compliance lacks SOC 2; multi_tenancy missing; auditable governance missing; conflict res not deterministic/structured (none specified)"
UC-08 legal-research,WL-129,PolyAI,T2,— Customer support / voice agent memory,,True,False,,,FALSE-NEGATIVE WATCH: missing=multi_tenancy | R-hard failed: multi_tenancy missing; auditable governance missing; conflict res not deterministic/structured (overwrite)
UC-08 legal-research,WL-130,Intercom Fin,T2,— Customer support / voice agent memory,,True,False,,,FALSE-NEGATIVE WATCH: missing=multi_tenancy | R-hard failed: multi_tenancy missing; auditable governance missing; conflict res not deterministic/structured (overwrite)
UC-08 legal-research,WL-131,Replicant,T2,— Customer support / voice agent memory,,True,False,,,"FALSE-NEGATIVE WATCH: missing=compliance,multi_tenancy | R-hard failed: compliance lacks SOC 2; multi_tenancy missing; auditable governance missing; conflict res not deterministic/structured (overwrite)"
UC-08 legal-research,WL-132,LivePerson Conversation Context Service,T2,— Customer support / voice agent memory,,True,False,,,"FALSE-NEGATIVE WATCH: missing=compliance,multi_tenancy | R-hard failed: compliance lacks SOC 2; multi_tenancy missing; auditable governance missing; conflict res not deterministic/structured (overwrite)"
UC-08 legal-research,WL-133,Salesforce Agentforce / Einstein,T2,— Customer support / voice agent memory,,True,False,,,FALSE-NEGATIVE WATCH: missing=compliance | R-hard failed: compliance lacks SOC 2; conflict res not deterministic/structured (overwrite)
UC-08 legal-research,WL-134,Convai (Mimir),T1,— Gaming / NPC character memory,,True,False,,,FALSE-NEGATIVE WATCH: missing=multi_tenancy | R-hard failed: multi_tenancy missing; auditable governance missing; conflict res not deterministic/structured (none specified)
UC-08 legal-research,WL-135,Charisma.ai,T1,— Gaming / NPC character memory,,True,False,,,FALSE-NEGATIVE WATCH: missing=multi_tenancy | R-hard failed: compliance lacks SOC 2; multi_tenancy missing; auditable governance missing; conflict res not deterministic/structured (overwrite)
UC-08 legal-research,WL-136,Latitude / Voyage,T1,— Gaming / NPC character memory,,True,False,,,"FALSE-NEGATIVE WATCH: missing=compliance,multi_tenancy | R-hard failed: compliance lacks SOC 2; multi_tenancy missing; auditable governance missing; conflict res not deterministic/structured (none specified); memory model lacks fact/document"
UC-08 legal-research,WL-137,Character.ai,T1,— Gaming / NPC character memory,,True,False,,,FALSE-NEGATIVE WATCH: missing=multi_tenancy | R-hard failed: compliance lacks SOC 2; multi_tenancy missing; auditable governance missing; conflict res not deterministic/structured (overwrite)
UC-08 legal-research,WL-138,Replika,T2,— Gaming / NPC character memory,,True,False,,,FALSE-NEGATIVE WATCH: missing=multi_tenancy | R-hard failed: compliance lacks SOC 2; multi_tenancy missing; auditable governance missing; conflict res not deterministic/structured (append (no resolution))
UC-08 legal-research,WL-139,Nomi AI,T2,— Gaming / NPC character memory,,True,False,,,FALSE-NEGATIVE WATCH: missing=multi_tenancy | R-hard failed: compliance lacks SOC 2; multi_tenancy missing; auditable governance missing; conflict res not deterministic/structured (append (no resolution))
UC-08 legal-research,WL-140,Soul Machines,T2,— Gaming / NPC character memory,,True,False,,,FALSE-NEGATIVE WATCH: missing=multi_tenancy | R-hard failed: compliance lacks SOC 2; multi_tenancy missing; auditable governance missing; conflict res not deterministic/structured (none specified)
UC-08 legal-research,WL-141,Spirit AI Character Engine,T2,— Gaming / NPC character memory,,True,False,,,"FALSE-NEGATIVE WATCH: missing=compliance,multi_tenancy | R-hard failed: compliance lacks SOC 2; multi_tenancy missing; auditable governance missing; conflict res not deterministic/structured (overwrite)"
UC-08 legal-research,WL-142,Figure Helix,T1,— Robotics / autonomous-driving / embodied memory,,True,False,,,"FALSE-NEGATIVE WATCH: missing=compliance,multi_tenancy | R-hard failed: compliance lacks SOC 2; multi_tenancy missing; auditable governance missing; conflict res not deterministic/structured (overwrite); memory model lacks fact/document"
UC-08 legal-research,WL-143,π0.5 (Physical Intelligence),T1,— Robotics / autonomous-driving / embodied memory,,True,False,,,"FALSE-NEGATIVE WATCH: missing=compliance,multi_tenancy | R-hard failed: compliance lacks SOC 2; multi_tenancy missing; conflict res not deterministic/structured (append (no resolution)); memory model lacks fact/document"
UC-08 legal-research,WL-144,Wayve GAIA-2 / GAIA-3,T1,— Robotics / autonomous-driving / embodied memory,,True,False,,,"FALSE-NEGATIVE WATCH: missing=compliance,multi_tenancy | R-hard failed: compliance lacks SOC 2; multi_tenancy missing; conflict res not deterministic/structured (append (no resolution)); memory model lacks fact/document"
UC-08 legal-research,WL-145,Tesla FSD V13 — Occupancy + 4D World,T1,— Robotics / autonomous-driving / embodied memory,,True,False,,,FALSE-NEGATIVE WATCH: missing=multi_tenancy | R-hard failed: multi_tenancy missing; auditable governance missing; conflict res not deterministic/structured (overwrite); memory model lacks fact/document
UC-08 legal-research,WL-146,Sanctuary AI Carbon (Phoenix Gen 7/8),T1,— Robotics / autonomous-driving / embodied memory,,True,False,,,"FALSE-NEGATIVE WATCH: missing=compliance,multi_tenancy | R-hard failed: compliance lacks SOC 2; multi_tenancy missing; auditable governance missing; conflict res not deterministic/structured (none specified)"
UC-08 legal-research,WL-147,Skild Brain,T1,— Robotics / autonomous-driving / embodied memory,,True,False,,,FALSE-NEGATIVE WATCH: missing=multi_tenancy | R-hard failed: compliance lacks SOC 2; multi_tenancy missing; auditable governance missing; conflict res not deterministic/structured (overwrite); memory model lacks fact/document
UC-08 legal-research,WL-148,ELSA Speak,T1,— Education AI memory,,True,False,,,FALSE-NEGATIVE WATCH: missing=multi_tenancy | R-hard failed: compliance lacks SOC 2; multi_tenancy missing; auditable governance missing; conflict res not deterministic/structured (overwrite)
UC-08 legal-research,WL-149,Duolingo Max,T1,— Education AI memory,,True,False,,,"FALSE-NEGATIVE WATCH: missing=compliance,multi_tenancy | R-hard failed: compliance lacks SOC 2; multi_tenancy missing; auditable governance missing; conflict res not deterministic/structured (overwrite)"
UC-08 legal-research,WL-150,MagicSchool,T1,— Education AI memory,,True,False,,,"FALSE-NEGATIVE WATCH: missing=multi_tenancy,conflict | R-hard failed: multi_tenancy missing; auditable governance missing; conflict res missing; memory model lacks fact/document"
UC-08 legal-research,WL-151,Khanmigo,T2,— Education AI memory,,True,False,,,"FALSE-NEGATIVE WATCH: missing=compliance,multi_tenancy | R-hard failed: compliance lacks SOC 2; multi_tenancy missing; conflict res not deterministic/structured (append (no resolution)); memory model lacks fact/document"
UC-08 legal-research,WL-152,SchoolAI,T2,— Education AI memory,,True,False,,,FALSE-NEGATIVE WATCH: missing=multi_tenancy | R-hard failed: multi_tenancy missing; conflict res not deterministic/structured (append (no resolution)); memory model lacks fact/document
UC-08 legal-research,WL-153,Speak,T2,— Education AI memory,,True,False,,,FALSE-NEGATIVE WATCH: missing=multi_tenancy | R-hard failed: compliance lacks SOC 2; multi_tenancy missing; auditable governance missing; conflict res not deterministic/structured (overwrite); memory model lacks fact/document
UC-08 legal-research,WL-154,Lakera Guard / Lakera Red,T1,"Memory governance, privacy & safety",,True,False,,,FALSE-NEGATIVE WATCH: missing=conflict | R-hard failed: conflict res missing; memory model lacks fact/document
UC-08 legal-research,WL-155,Enkrypt AI,T1,"Memory governance, privacy & safety",,True,False,,,"FALSE-NEGATIVE WATCH: missing=compliance,conflict | R-hard failed: compliance lacks SOC 2; conflict res missing; memory model lacks fact/document"
UC-08 legal-research,WL-156,Acuvity (now Proofpoint),T1,"Memory governance, privacy & safety",,True,False,,,FALSE-NEGATIVE WATCH: missing=conflict | R-hard failed: conflict res missing; memory model lacks fact/document
UC-08 legal-research,WL-157,HiddenLayer AISec Platform 2.0,T1,"Memory governance, privacy & safety",,True,False,,,FALSE-NEGATIVE WATCH: missing=conflict | R-hard failed: conflict res missing; memory model lacks fact/document
UC-09 healthcare-scribe,WL-1,Jamba (AI21 Labs),T1,Dedicated memory layers,,True,False,,,FALSE-NEGATIVE WATCH: missing=encryption | R-hard failed: encryption missing; voice modality missing; auditable governance missing
UC-09 healthcare-scribe,WL-2,LangMem (LangChain),T2,Framework-embedded memory,,True,False,,,FALSE-NEGATIVE WATCH: missing=encryption | R-hard failed: encryption missing; voice modality missing; auditable governance missing
UC-09 healthcare-scribe,WL-3,AutoGen Memory,T2,Framework-embedded memory,,True,False,,,FALSE-NEGATIVE WATCH: missing=encryption | R-hard failed: encryption missing; voice modality missing; auditable governance missing
UC-09 healthcare-scribe,WL-4,Semantic Kernel Memory,T2,Framework-embedded memory,,True,False,,,FALSE-NEGATIVE WATCH: missing=encryption | R-hard failed: encryption missing; voice modality missing; auditable governance missing
UC-09 healthcare-scribe,WL-5,Pydantic-AI + Hindsight,T2,Framework-embedded memory,,True,False,,,FALSE-NEGATIVE WATCH: missing=encryption | R-hard failed: encryption missing; voice modality missing; auditable governance missing
UC-09 healthcare-scribe,WL-6,LangGraph Persistence,T2,Framework-embedded memory,,True,False,,,FALSE-NEGATIVE WATCH: missing=encryption | R-hard failed: encryption missing; voice modality missing; auditable governance missing
UC-09 healthcare-scribe,WL-7,Strands Agents Memory (AWS),T2,Framework-embedded memory,,True,False,,,FALSE-NEGATIVE WATCH: missing=encryption | R-hard failed: encryption missing; voice modality missing; auditable governance missing
UC-09 healthcare-scribe,WL-8,Google ADK Memory,T2,Framework-embedded memory,,True,False,,,FALSE-NEGATIVE WATCH: missing=encryption | R-hard failed: encryption missing; voice modality missing; auditable governance missing
UC-09 healthcare-scribe,WL-9,AGiXT Adaptive Memory,T2,Framework-embedded memory,,True,False,,,FALSE-NEGATIVE WATCH: missing=encryption | R-hard failed: encryption missing; voice modality missing; auditable governance missing
UC-09 healthcare-scribe,WL-10,Lindy AI Memory,T1,Framework-embedded memory,,True,False,,,FALSE-NEGATIVE WATCH: missing=encryption | R-hard failed: encryption missing; voice modality missing; auditable governance missing
UC-09 healthcare-scribe,WL-11,Vapi (voice agents),T2,Framework-embedded memory,,True,False,,,FALSE-NEGATIVE WATCH: missing=encryption | R-hard failed: encryption missing; auditable governance missing
UC-09 healthcare-scribe,WL-12,Retell AI,T2,Framework-embedded memory,,True,False,,,FALSE-NEGATIVE WATCH: missing=encryption | R-hard failed: encryption missing; auditable governance missing
UC-09 healthcare-scribe,WL-13,Stack AI,T2,Framework-embedded memory,,True,False,,,FALSE-NEGATIVE WATCH: missing=encryption | R-hard failed: encryption missing; voice modality missing
UC-09 healthcare-scribe,WL-14,Omi,T1,Voice-first / wearable AI memory,,True,False,,,FALSE-NEGATIVE WATCH: missing=encryption | R-hard failed: encryption missing; auditable governance missing
UC-09 healthcare-scribe,WL-15,Palantir Ontology,T1,Knowledge-graph platforms,,True,False,,,FALSE-NEGATIVE WATCH: missing=encryption | R-hard failed: encryption missing; voice modality missing
UC-09 healthcare-scribe,WL-16,Turbopuffer,T1,Vector-database infrastructure,,True,False,,,FALSE-NEGATIVE WATCH: missing=data_handling | R-hard failed: voice modality missing; auditable governance missing; data_handling missing
UC-09 healthcare-scribe,WL-17,Hippocratic AI Polaris,T1,— Healthcare AI memory,,True,False,,,FALSE-NEGATIVE WATCH: missing=encryption | R-hard failed: encryption missing
UC-09 healthcare-scribe,WL-18,Nabla + Navina,T1,— Healthcare AI memory,,True,False,,,"FALSE-NEGATIVE WATCH: missing=encryption,data_handling | R-hard failed: encryption missing; data_handling missing"
UC-09 healthcare-scribe,WL-19,Suki AI,T1,— Healthcare AI memory,,True,False,,,"FALSE-NEGATIVE WATCH: missing=encryption,data_handling | R-hard failed: encryption missing; data_handling missing"
UC-09 healthcare-scribe,WL-20,DeepScribe,T1,— Healthcare AI memory,,True,False,,,FALSE-NEGATIVE WATCH: missing=encryption | R-hard failed: encryption missing
UC-09 healthcare-scribe,WL-21,Abridge,T1,— Healthcare AI memory,,True,False,,,FALSE-NEGATIVE WATCH: missing=encryption | R-hard failed: encryption missing
UC-09 healthcare-scribe,WL-22,Filevine LOIS,T1,— Legal AI memory,,True,False,,,"FALSE-NEGATIVE WATCH: missing=encryption,data_handling | R-hard failed: encryption missing; voice modality missing; data_handling missing"
UC-09 healthcare-scribe,WL-23,Sierra,T1,— Customer support / voice agent memory,,True,False,,,FALSE-NEGATIVE WATCH: missing=encryption | R-hard failed: encryption missing; voice modality missing; auditable governance missing
UC-09 healthcare-scribe,WL-24,Decagon,T1,— Customer support / voice agent memory,,True,False,,,"FALSE-NEGATIVE WATCH: missing=encryption,data_handling | R-hard failed: encryption missing; auditable governance missing; data_handling missing"
UC-09 healthcare-scribe,WL-25,Cognigy,T1,— Customer support / voice agent memory,,True,False,,,"FALSE-NEGATIVE WATCH: missing=encryption,data_handling | R-hard failed: encryption missing; auditable governance missing; data_handling missing"
UC-09 healthcare-scribe,WL-26,ASAPP GenerativeAgent,T1,— Customer support / voice agent memory,,True,False,,,"FALSE-NEGATIVE WATCH: missing=encryption,data_handling | R-hard failed: encryption missing; voice modality missing; auditable governance missing; data_handling missing"
UC-09 healthcare-scribe,WL-27,Intercom Fin,T2,— Customer support / voice agent memory,,True,False,,,"FALSE-NEGATIVE WATCH: missing=encryption,data_handling | R-hard failed: encryption missing; voice modality missing; auditable governance missing; data_handling missing"
