row_name,validated_verticals,validated_verticals_cite,time_to_running,time_to_running_cite,anti_fit,anti_fit_cite,optimised_for,optimised_for_cite,adjacent_infrastructure,adjacent_infrastructure_cite
Toolformer,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/
AgentEvolver,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/
ToolGen,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/
Retroformer,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/
MoT (Memory-of-Thought),not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/
RMM (Reflective Memory Management),not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/
Agentic Plan Caching (APC),not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/
MPO,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/
Agentic Memory,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/
Memory as Action,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/
IterResearch,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/
MemSearcher,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/
AgentFold,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/
PRIME,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/
DeepAgent,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/
ACON,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/
ReSum,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/
Sculptor,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/
MemAgent,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/
Agent S,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/
MemoBrain,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/
Recurrent Memory Transformer (RMT),not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/
ARMT (Associative RMT),not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/
Infini-attention,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/
Transformer-XL,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/
Compressive Transformer,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/
TransformerFAM,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/
ATLAS,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/
LongMem,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/
MemLong,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/
EM-LLM,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/
NVIDIA Nemotron 3,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/
Sakana CTM,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/
NAVER Provence + PISCO,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/
ShadowKV (ByteDance),not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/
IBM Meta-Tokens,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/
MemoryLLM (original),not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/
SELF-PARAM,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/
Anthropic Circuit Tracing,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/
MemLoRA,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/
Larimar,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/
Memory Decoder,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/
MLP Memory,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/
AlphaEdit,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/
ELDER,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/
WISE,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/
SDM Activations,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/
M+ (MemoryLLM),not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/
Memory³,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/
MemGen,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/
MEM1,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/
RazorAttention,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/
SnapKV,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/
LM2,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/
SoftCoT,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/
H2O,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/
Memorizing Transformers,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/
Memformer,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/
EMAT,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/
MATTER,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/
MemReasoner,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/
CDMem,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/
Transformer²,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/
NAMMs,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/
Memory Layers at Scale,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/
Differentiable Search Index (DSI),not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/
MemBART,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/
AiT (Associative Transformer),not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/
Memformers (gradient memory),not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/
WorkMATe,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/
I-JEPA,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/
V-JEPA 2,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/
DreamerV3,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/
Dreamer 4,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/
R2I,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/
Genie,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/
V-JEPA (original),not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/
DIAMOND,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/
PWM (Policy Learning with Large World Models),not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/
RIKEN Tensor Decomposition Incremental Learning,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/
EWC (Elastic Weight Consolidation),not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/
CL of LLMs Survey,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/
FOREVER,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/
SERS,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/
Neural Episodic Control,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/
EMU (Efficient Episodic Memory Utilization),not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/
HAMI,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/
LLM-ACTR / Cognitive LLMs,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/
Human-Like Remembering and Forgetting,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/
SYNAPSE,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/
HeLa-Mem,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/
NL2GenSym,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/
AriGraph,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/
Dual-Process Agent (DPA),not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/
Episodic Memory Is the Missing Piece,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/,not applicable - research paper,https://arxiv.org/
RAPTOR,"research, RAG developers (horizontal); some have production deployments",,not applicable - research paper or <1hr (OSS reference impl),,most are research papers; production fitness varies by maintainer,,retrieval quality / accuracy on long-context QA,,BYO LLM + vector store; OSS reference implementations exist,
GraphRAG (Microsoft),"research, RAG developers (horizontal); some have production deployments",,not applicable - research paper or <1hr (OSS reference impl),,most are research papers; production fitness varies by maintainer,,retrieval quality / accuracy on long-context QA,,BYO LLM + vector store; OSS reference implementations exist,
LazyGraphRAG,"research, RAG developers (horizontal); some have production deployments",,not applicable - research paper or <1hr (OSS reference impl),,most are research papers; production fitness varies by maintainer,,retrieval quality / accuracy on long-context QA,,BYO LLM + vector store; OSS reference implementations exist,
HippoRAG / HippoRAG2,"research, RAG developers (horizontal); some have production deployments",,not applicable - research paper or <1hr (OSS reference impl),,most are research papers; production fitness varies by maintainer,,retrieval quality / accuracy on long-context QA,,BYO LLM + vector store; OSS reference implementations exist,
LightRAG,"research, RAG developers (horizontal); some have production deployments",,not applicable - research paper or <1hr (OSS reference impl),,most are research papers; production fitness varies by maintainer,,retrieval quality / accuracy on long-context QA,,BYO LLM + vector store; OSS reference implementations exist,
PathRAG,"research, RAG developers (horizontal); some have production deployments",,not applicable - research paper or <1hr (OSS reference impl),,most are research papers; production fitness varies by maintainer,,retrieval quality / accuracy on long-context QA,,BYO LLM + vector store; OSS reference implementations exist,
HyDE,"research, RAG developers (horizontal); some have production deployments",,not applicable - research paper or <1hr (OSS reference impl),,most are research papers; production fitness varies by maintainer,,retrieval quality / accuracy on long-context QA,,BYO LLM + vector store; OSS reference implementations exist,
Adaptive-RAG,"research, RAG developers (horizontal); some have production deployments",,not applicable - research paper or <1hr (OSS reference impl),,most are research papers; production fitness varies by maintainer,,retrieval quality / accuracy on long-context QA,,BYO LLM + vector store; OSS reference implementations exist,
RouteRAG,"research, RAG developers (horizontal); some have production deployments",,not applicable - research paper or <1hr (OSS reference impl),,most are research papers; production fitness varies by maintainer,,retrieval quality / accuracy on long-context QA,,BYO LLM + vector store; OSS reference implementations exist,
RAFT,"research, RAG developers (horizontal); some have production deployments",,not applicable - research paper or <1hr (OSS reference impl),,most are research papers; production fitness varies by maintainer,,retrieval quality / accuracy on long-context QA,,BYO LLM + vector store; OSS reference implementations exist,
GraphRAFT,"research, RAG developers (horizontal); some have production deployments",,not applicable - research paper or <1hr (OSS reference impl),,most are research papers; production fitness varies by maintainer,,retrieval quality / accuracy on long-context QA,,BYO LLM + vector store; OSS reference implementations exist,
Beyond RAG for Agent Memory,"research, RAG developers (horizontal); some have production deployments",,not applicable - research paper or <1hr (OSS reference impl),,most are research papers; production fitness varies by maintainer,,retrieval quality / accuracy on long-context QA,,BYO LLM + vector store; OSS reference implementations exist,
Generative Semantic Workspace (GSW),"research, RAG developers (horizontal); some have production deployments",,not applicable - research paper or <1hr (OSS reference impl),,most are research papers; production fitness varies by maintainer,,retrieval quality / accuracy on long-context QA,,BYO LLM + vector store; OSS reference implementations exist,
TC-RAG,"research, RAG developers (horizontal); some have production deployments",,not applicable - research paper or <1hr (OSS reference impl),,most are research papers; production fitness varies by maintainer,,retrieval quality / accuracy on long-context QA,,BYO LLM + vector store; OSS reference implementations exist,
KAG,"research, RAG developers (horizontal); some have production deployments",,not applicable - research paper or <1hr (OSS reference impl),,most are research papers; production fitness varies by maintainer,,retrieval quality / accuracy on long-context QA,,BYO LLM + vector store; OSS reference implementations exist,
Speculative RAG,"research, RAG developers (horizontal); some have production deployments",,not applicable - research paper or <1hr (OSS reference impl),,most are research papers; production fitness varies by maintainer,,retrieval quality / accuracy on long-context QA,,BYO LLM + vector store; OSS reference implementations exist,
CRAG,"research, RAG developers (horizontal); some have production deployments",,not applicable - research paper or <1hr (OSS reference impl),,most are research papers; production fitness varies by maintainer,,retrieval quality / accuracy on long-context QA,,BYO LLM + vector store; OSS reference implementations exist,
Self-RAG,"research, RAG developers (horizontal); some have production deployments",,not applicable - research paper or <1hr (OSS reference impl),,most are research papers; production fitness varies by maintainer,,retrieval quality / accuracy on long-context QA,,BYO LLM + vector store; OSS reference implementations exist,
FLARE,"research, RAG developers (horizontal); some have production deployments",,not applicable - research paper or <1hr (OSS reference impl),,most are research papers; production fitness varies by maintainer,,retrieval quality / accuracy on long-context QA,,BYO LLM + vector store; OSS reference implementations exist,
ITER-RETGEN,"research, RAG developers (horizontal); some have production deployments",,not applicable - research paper or <1hr (OSS reference impl),,most are research papers; production fitness varies by maintainer,,retrieval quality / accuracy on long-context QA,,BYO LLM + vector store; OSS reference implementations exist,
StructRAG,"research, RAG developers (horizontal); some have production deployments",,not applicable - research paper or <1hr (OSS reference impl),,most are research papers; production fitness varies by maintainer,,retrieval quality / accuracy on long-context QA,,BYO LLM + vector store; OSS reference implementations exist,
HiRAG,"research, RAG developers (horizontal); some have production deployments",,not applicable - research paper or <1hr (OSS reference impl),,most are research papers; production fitness varies by maintainer,,retrieval quality / accuracy on long-context QA,,BYO LLM + vector store; OSS reference implementations exist,
CAG (Cache-Augmented Generation),"research, RAG developers (horizontal); some have production deployments",,not applicable - research paper or <1hr (OSS reference impl),,most are research papers; production fitness varies by maintainer,,retrieval quality / accuracy on long-context QA,,BYO LLM + vector store; OSS reference implementations exist,
LongRAG,"research, RAG developers (horizontal); some have production deployments",,not applicable - research paper or <1hr (OSS reference impl),,most are research papers; production fitness varies by maintainer,,retrieval quality / accuracy on long-context QA,,BYO LLM + vector store; OSS reference implementations exist,
Multi-Head RAG (MHRAG),"research, RAG developers (horizontal); some have production deployments",,not applicable - research paper or <1hr (OSS reference impl),,most are research papers; production fitness varies by maintainer,,retrieval quality / accuracy on long-context QA,,BYO LLM + vector store; OSS reference implementations exist,
BGE-M3,"research, RAG developers (horizontal); some have production deployments",,not applicable - research paper or <1hr (OSS reference impl),,most are research papers; production fitness varies by maintainer,,retrieval quality / accuracy on long-context QA,,BYO LLM + vector store; OSS reference implementations exist,
ChunkRAG,"research, RAG developers (horizontal); some have production deployments",,not applicable - research paper or <1hr (OSS reference impl),,most are research papers; production fitness varies by maintainer,,retrieval quality / accuracy on long-context QA,,BYO LLM + vector store; OSS reference implementations exist,
AutoRAG,"research, RAG developers (horizontal); some have production deployments",,not applicable - research paper or <1hr (OSS reference impl),,most are research papers; production fitness varies by maintainer,,retrieval quality / accuracy on long-context QA,,BYO LLM + vector store; OSS reference implementations exist,
WeKnow-RAG,"research, RAG developers (horizontal); some have production deployments",,not applicable - research paper or <1hr (OSS reference impl),,most are research papers; production fitness varies by maintainer,,retrieval quality / accuracy on long-context QA,,BYO LLM + vector store; OSS reference implementations exist,
REALM,"research, RAG developers (horizontal); some have production deployments",,not applicable - research paper or <1hr (OSS reference impl),,most are research papers; production fitness varies by maintainer,,retrieval quality / accuracy on long-context QA,,BYO LLM + vector store; OSS reference implementations exist,
RETRO,"research, RAG developers (horizontal); some have production deployments",,not applicable - research paper or <1hr (OSS reference impl),,most are research papers; production fitness varies by maintainer,,retrieval quality / accuracy on long-context QA,,BYO LLM + vector store; OSS reference implementations exist,
Atlas,"research, RAG developers (horizontal); some have production deployments",,not applicable - research paper or <1hr (OSS reference impl),,most are research papers; production fitness varies by maintainer,,retrieval quality / accuracy on long-context QA,,BYO LLM + vector store; OSS reference implementations exist,
CLAUDE.md,coding agents only - software engineering teams,,<10min (drop a file in repo),,not for non-coding / non-IDE use cases,,simplicity / git-versioned / human-readable,,requires the corresponding IDE / editor,
Cursor Rules,coding agents only - software engineering teams,,<10min (drop a file in repo),,not for non-coding / non-IDE use cases,,simplicity / git-versioned / human-readable,,requires the corresponding IDE / editor,
Windsurf Rules & Memories,coding agents only - software engineering teams,,<10min (drop a file in repo),,not for non-coding / non-IDE use cases,,simplicity / git-versioned / human-readable,,requires the corresponding IDE / editor,
AGENTS.md,coding agents only - software engineering teams,,<10min (drop a file in repo),,not for non-coding / non-IDE use cases,,simplicity / git-versioned / human-readable,,requires the corresponding IDE / editor,
